STT;Mã;Tên;Lĩnh vực;Cơ quan công bố
752;1.012290.000.00.00.H24;Cấp lại giấy phép hành nghề đối với trường hợp được cấp trước ngày 01 tháng 01 năm 2024 đối với hồ sơ nộp từ ngày 01 tháng 01 năm 2024 đến thời điểm kiểm tra đánh giá năng lực hành nghề đối với các chức danh bác sỹ, y sỹ, điều dưỡng, hộ sinh, kỹ thuật y, dinh dưỡng lâm sàng, cấp cứu viên ngoại viện, tâm lý lâm sàng;Khám bệnh, chữa bệnh;UBND Thành phố Hải Phòng
753;1.014265.H24;Cấp lại giấy phép khai thác khoáng sản (cấp Tỉnh);Địa chất và khoáng sản;UBND Thành phố Hải Phòng
754;1.014200.H24;Cấp lại giấy phép lao động đối với người lao động nước ngoài làm việc tại Việt Nam;Việc làm;UBND Thành phố Hải Phòng
755;2.000444.000.00.00.H24;Cấp lại giấy phép nhận chìm ( cấp tỉnh);Biển và hải đảo;UBND Thành phố Hải Phòng
756;1.003775.H24;Cấp lại giấy phép sản xuất hóa chất Bảng 1;Hóa chất;UBND Thành phố Hải Phòng
757;2.001722.H24;Cấp lại giấy phép sản xuất hóa chất bảng 2, hóa chất bảng 3;Hóa chất;UBND Thành phố Hải Phòng
758;2.001087.000.00.00.H24;Cấp lại giấy phép thiết lập trang thông tin điện tử tổng hợp (địa phương);Phát thanh, truyền hình và thông tin điện tử;UBND Thành phố Hải Phòng
759;1.013714.H24;Cấp lại giấy phép thành lập và công nhận điều lệ quỹ;Quản lý nhà nước về hội, quỹ;UBND Thành phố Hải Phòng
760;1.013020.H24;Cấp lại giấy phép thành lập và công nhận điều lệ quỹ..;Quản lý nhà nước về hội, quỹ;UBND Thành phố Hải Phòng
761;1.014262.H24;Cấp lại giấy phép thăm dò khoáng sản (cấp Tỉnh);Địa chất và khoáng sản;UBND Thành phố Hải Phòng
762;1.000824.000.00.00.H24;Cấp lại giấy phép thăm dò nước dưới đất, giấy phép khai thác tài nguyên nước .;Tài nguyên nước;UBND Thành phố Hải Phòng
763;1.014205.H24;"Cấp lại giấy phép tiến hành công việc bức xạ - sử dụng thiết bị bức xạ chụp cắt lớp vi tính tích hợp với PET (PET/CT), tích hợp với SPECT (SPECT/CT); thiết bị bức xạ phát tia X trong phân tích huỳnh quang tia X, phân tích nhiễu xạ tia X, soi bo mạch, soi hiển vi điện tử, soi kiểm tra an ninh.";An toàn bức xạ và hạt nhân;UBND Thành phố Hải Phòng
764;1.013228.H24;Cấp lại giấy phép xây dựng đối với công trình cấp III, cấp IV (công trình Không theo tuyến/Theo tuyến trong đô thị/Tín ngưỡng, tôn giáo/Tượng đài, tranh hoành tráng/Sửa chữa, cải tạo/Theo giai đoạn cho công trình không theo tuyến/Theo giai đoạn cho công trình theo tuyến trong đô thị/Dự án) và nhà ở riêng lẻ;Hoạt động xây dựng;UBND Thành phố Hải Phòng
765;1.013235.H24;Cấp lại giấy phép xây dựng đối với công trình cấp đặc biệt, cấp I, cấp II (công trình không theo tuyến/theo tuyến trong đô thị/tín ngưỡng, tôn giáo/tượng đài, tranh hoành tráng/sửa chữa, cải tạo/theo giai đoạn cho công trình không theo tuyến/theo giai đoạn cho công trình theo tuyến trong đô thị/dự án);Hoạt động xây dựng;UBND Thành phố Hải Phòng
766;1.014197.H24;Cấp lại giấy xác nhận không thuộc diện cấp giấy phép lao động đối với người lao động nước ngoài làm việc tại Việt Nam;Việc làm;UBND Thành phố Hải Phòng
767;1.001114.H24;Cấp lại giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế khi có thay đổi về tên, địa chỉ của tổ chức, cá nhân chịu trách nhiệm và không thay đổi nội dung quảng cáo;Phòng bệnh;UBND Thành phố Hải Phòng
768;1.001189.H24;Cấp lại giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế trong trường hợp bị mất hoặc hư hỏng;Phòng bệnh;UBND Thành phố Hải Phòng
769;1.001178.H24;Cấp lại giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế trong trường hợp hết hiệu lực tại Khoản 2 Điều 21 Thông tư số 09/2015/TT-BYT;Phòng bệnh;UBND Thành phố Hải Phòng
770;1.000662.000.00.00.H24;Cấp lại giấy xác nhận nội dung quảng cáo mỹ phẩm khi có thay đổi về tên, địa chỉ của tổ chức, cá nhân chịu trách nhiệm và không thay đổi nội dung quảng cáo;Mỹ phẩm;UBND Thành phố Hải Phòng
771;1.000990.000.00.00.H24;Cấp lại giấy xác nhận nội dung quảng cáo mỹ phẩm trong trường hợp bị mất hoặc hư hỏng;Mỹ phẩm;UBND Thành phố Hải Phòng
772;1.000793.000.00.00.H24;Cấp lại giấy xác nhận nội dung quảng cáo mỹ phẩm trong trường hợp hết hiệu lực tại Khoản 2 Điều 21 Thông tư số 09/2015/TT-BYT;Mỹ phẩm;UBND Thành phố Hải Phòng
773;2.002740.H24;Cấp lại giấy xác nhận thông báo phát hành trò chơi điện tử G2, G3, G4 trên mạng (địa phương);Phát thanh, truyền hình và thông tin điện tử;UBND Thành phố Hải Phòng
774;3.000496.H24;Cấp lại mã số cơ sở nuôi, trồng các loài động vật, thực vật thuộc Phụ lục Công ước CITES;Kiểm lâm;UBND Thành phố Hải Phòng
775;3.000438.H24;Cấp lại quyết định cấp phép nghiên cứu khoa học cấp tỉnh;Biển và hải đảo;UBND Thành phố Hải Phòng
776;1.009832.000.00.00.H24;Cấp lại thẻ giám định viên tư pháp cấp tỉnh;Giám định tư pháp;UBND Thành phố Hải Phòng
777;1.000390.000.00.00.H24;Cấp lại thẻ tư vấn viên pháp luật;Tư vấn pháp luật;UBND Thành phố Hải Phòng
778;1.005442.000.00.00.H24;Cấp lại văn bản xác nhận thông báo hoạt động bưu chính khi bị mất hoặc hư hỏng không sử dụng được (cấp tỉnh);Bưu chính;UBND Thành phố Hải Phòng
779;1.005405.H24;Cấp lại, sửa đổi, bổ sung Giấy chứng nhận đăng ký quyền xuất khẩu, quyền nhập khẩu của thương nhân nước ngoài không có hiện diện tại Việt Nam;Xuất nhập khẩu;UBND Thành phố Hải Phòng
780;1.014011.H24;Cấp lại, sửa đổi, bổ sung Giấy phép hoạt động hỗ trợ nạn nhân;Phòng, chống tệ nạn xã hội;UBND Thành phố Hải Phòng
781;2.000027.000.00.00.H24;Cấp lại, sửa đổi, bổ sung Giấy phép thành lập cơ sở hỗ trợ nạn nhân;Phòng, chống tệ nạn xã hội;UBND Thành phố Hải Phòng
782;1.014104.H24;"Cấp lại, điều chỉnh Giấy chứng nhận đủ điều kiện kinh doanh dược thuộc thẩm quyền của Sở Y tế (Cơ sở bán buôn thuốc, nguyên liệu làm thuốc; Cơ sở bán lẻ thuốc bao gồm nhà thuốc, quầy thuốc, tủ thuốc trạm y tế xã, cơ sở chuyên bán lẻ dược liệu, thuốc dược liệu, thuốc cổ truyền)";Dược phẩm;UBND Thành phố Hải Phòng
783;1.012080.000.00.00.H24;Cấp lần đầu Giấy chứng nhận đăng ký thành lập của cơ sở cung cấp dịch vụ trợ giúp phòng, chống bạo lực gia đình;Gia đình;UBND Thành phố Hải Phòng
784;1.005449.000.00.00.H24;"Cấp mới Giấy chứng nhận đủ điều kiện hoạt động huấn luyện an toàn, vệ sinh lao động hạng B (trừ tổ chức huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập); Cấp Giấy chứng nhận doanh nghiệp đủ điều kiện tự huấn luyện an toàn, vệ sinh lao động hạng B (trừ doanh nghiệp có nhu cầu tự huấn luyện do các Bộ, ngành, cơ quan trung ương, các tập đoàn, tổng công ty nhà nước thuộc Bộ, ngành, cơ quan trung ương quyết định thành lập)";An toàn, vệ sinh lao động;UBND Thành phố Hải Phòng
785;1.013105.H24;Cấp mới Giấy chứng nhận đủ điều kiện hoạt động kiểm định khí thải xe mô tô, xe gắn máy;Đăng kiểm;UBND Thành phố Hải Phòng
786;1.001322.000.00.00.H24;Cấp mới Giấy chứng nhận đủ điều kiện hoạt động kiểm định xe cơ giới;Đăng kiểm;UBND Thành phố Hải Phòng
787;1.011705.H24;Cấp mới Giấy chứng nhận đủ điều kiện hoạt động thí nghiệm chuyên ngành xây dựng (trong trường hợp: Cấp lần đầu hoặc Giấy chứng nhận hết hạn mà tổ chức hoạt động thí nghiệm chuyên ngành xây dựng có nhu cầu tiếp tục hoạt động);Thí nghiệm chuyên ngành xây dựng;UBND Thành phố Hải Phòng
788;2.001478.000.00.00.H24;Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh);Quản lý ngành nghề đầu tư, kinh doanh có điều kiện về an ninh, trật tự;UBND Thành phố Hải Phòng
789;1.013237.H24;Cấp mới chứng chỉ hành nghề hoạt động xây dựng;Hoạt động xây dựng;UBND Thành phố Hải Phòng
790;1.012906.H24;Cấp mới chứng chỉ hành nghề môi giới bất động sản.;Kinh doanh bất động sản;UBND Thành phố Hải Phòng
791;1.013878.H24;Cấp mới giấy chứng nhận cơ sở xét nghiệm đạt tiêu chuẩn an toàn sinh học cấp III.;Phòng bệnh;UBND Thành phố Hải Phòng
792;1.013869.H24;Cấp mới giấy chứng nhận cơ sở đủ điều kiện xét nghiệm khẳng định HIV dương tính.;Phòng bệnh;UBND Thành phố Hải Phòng
793;1.012278.000.00.00.H24;Cấp mới giấy phép hoạt động khám bệnh, chữa bệnh;Khám bệnh, chữa bệnh;UBND Thành phố Hải Phòng
794;1.012289.000.00.00.H24;Cấp mới giấy phép hành nghề trong giai đoạn chuyển tiếp đối với hồ sơ nộp từ ngày 01 tháng 01 năm 2024 đến thời điểm kiểm tra đánh giá năng lực hành nghề đối với các chức danh bác sỹ, y sỹ, điều dưỡng, hộ sinh, kỹ thuật y, dinh dưỡng lâm sàng, cấp cứu viên ngoại viện, tâm lý lâm sàng;Khám bệnh, chữa bệnh;UBND Thành phố Hải Phòng
795;1.012271.000.00.00.H24;Cấp mới giấy phép hành nghề đối với chức danh chuyên môn là lương y, người có bài thuốc gia truyền hoặc có phương pháp chữa bệnh gia truyền;Khám bệnh, chữa bệnh;UBND Thành phố Hải Phòng
796;3.000435.H24;Cấp phép nghiên cứu khoa học trong vùng biển quản lý hành chính trên biển của cấp tỉnh;Biển và hải đảo;UBND Thành phố Hải Phòng
797;1.007999.H24;Cấp phép nhập khẩu giống cây trồng chưa được cấp quyết định công nhận lưu hành hoặc tự công bố lưu hành phục vụ nghiên cứu, khảo nghiệm, quảng cáo, triển lãm, trao đổi quốc tế (bao gồm cả giống cây trồng biến đổi gen được nhập khẩu với mục đích khảo nghiệm để đăng ký cấp Quyết định lưu hành giống cây trồng).;Trồng trọt;UBND Thành phố Hải Phòng
798;2.001694.H24;Cấp phép nhập khẩu giống thủy sản không có tên trong Danh mục loài thuỷ sản được phép kinh doanh tại Việt Nam để nghiên cứu khoa học, trưng bày tại hội chợ, triển lãm;Thủy sản;UBND Thành phố Hải Phòng
799;1.014090.H24;Cấp phép nhập khẩu thuốc thuộc hành lý cá nhân của tổ chức, cá nhân nhập cảnh gửi theo vận tải đơn, hàng hóa mang theo người của tổ chức, cá nhân nhập cảnh để điều trị bệnh cho bản thân người nhập cảnh;Dược phẩm;UBND Thành phố Hải Phòng
800;1.004794.H24;Cấp phép nhập khẩu thức ăn thủy sản, sản phẩm xử lý môi trường nuôi trồng thủy sản để nghiên cứu khoa học, trưng bày tại hội chợ, triển lãm;Thủy sản;UBND Thành phố Hải Phòng
801;1.000363.H24;Cấp phép nhập khẩu tự động thuốc lá điếu, xì gà;Công nghiệp tiêu dùng;UBND Thành phố Hải Phòng
802;1.013274.H24;Cấp phép sử dụng tạm thời lòng đường, vỉa hè vào mục đích khác;Đường bộ;UBND Thành phố Hải Phòng
803;1.001061.000.00.00.H24;Cấp phép thi công nút giao đấu nối vào đường quốc lộ đang khai thác;Đường bộ;UBND Thành phố Hải Phòng
804;2.000890.000.00.00.H24;Cấp phép thành lập văn phòng giám định tư pháp;Giám định tư pháp;UBND Thành phố Hải Phòng
805;1.007994.H24;Cấp phép xuất khẩu giống cây trồng và hạt lai của giống cây trồng chưa được cấp quyết định công nhận lưu hành hoặc tự công bố lưu hành và không thuộc Danh mục nguồn gen giống cây trồng cấm xuất khẩu phục vụ nghiên cứu, khảo nghiệm, quảng cáo, triển lãm, trao đổi quốc tế không vì mục đích thương mại.;Trồng trọt;UBND Thành phố Hải Phòng
806;1.014105.H24;Cấp phép xuất khẩu thuốc phải kiểm soát đặc biệt thuộc hành lý cá nhân của tổ chức, cá nhân xuất cảnh gửi theo vận tải đơn, hàng hóa mang theo người của tổ chức, cá nhân xuất cảnh để điều trị bệnh cho bản thân người xuất cảnh và không phải là nguyên liệu làm thuốc phải kiểm soát đặc biệt;Dược phẩm;UBND Thành phố Hải Phòng
807;2.000257.H24;Cấp phép xuất khẩu, nhập khẩu hóa chất Bảng 2, hóa chất Bảng 3;Hóa chất;UBND Thành phố Hải Phòng
808;1.013644.H24;Cấp phép đối với các hoạt động liên quan đến đê điều thuộc trách nhiệm của Uỷ ban nhân dân tỉnh;Quản lý Đê điều và Phòng, chống thiên tai;UBND Thành phố Hải Phòng
809;1.002600.000.00.00.H24;Cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm sản xuất trong nước;Mỹ phẩm;UBND Thành phố Hải Phòng
810;2.000645.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
811;2.000197.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy chứng nhận đủ điều kiện đầu tư trồng cây thuốc lá;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
812;2.001619.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
813;2.000176.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy phép bán buôn sản phẩm thuốc lá;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
814;2.000615.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy phép bán lẻ rượu;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
815;2.000162.000.00.00.H24;Cấp sửa đổi, bổ sung Giấy phép bán lẻ sản phẩm thuốc lá;Lưu thông hàng hóa trong nước;UBND Thành phố Hải Phòng
816;1.000911.H24;Cấp sửa đổi, bổ sung Giấy phép chế biến nguyên liệu thuốc lá;Công nghiệp tiêu dùng;UBND Thành phố Hải Phòng
