STT;Mã;Tên công ty;Sàn;Phân ngành - L1;Phân ngành - L2;Phân ngành - L3;Phân ngành - L4;Phân ngành - L5;"Vốn hóa
(tỷ VNĐ)"
472;VTP;Bưu chính Viettel;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Chuyển phát nhanh;Chuyển phát nhanh;11.021
473;GEE;Thiết bị điện GELEX;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Thiết bị điện;Thiết bị điện;10.050
474;PVT;Vận tải Dầu khí PVTrans;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải quốc tế;9.719
475;PHP;Cảng Hải Phòng;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;9.219
476;TMS;Transimex;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;7.485
477;SGP;Cảng Sài Gòn;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;5.196
478;HAH;Vận tải và Xếp dỡ Hải An;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;5.102
479;VSC;VICONSHIP;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;4.775
480;PAP;Cảng Phước An;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;4.445
481;STG;Kho Vận Miền Nam;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;4.127
482;PDN;Cảng Đồng Nai;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;3.890
483;VGR;Cảng xanh VIP;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;3.669
484;VFC;Vận tải biển VINAFCO;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;3.559
485;DVP;ĐT và PT Cảng Đình Vũ;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;3.040
486;TDP;Công ty Thuận Đức;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói bằng nhựa;3.035
487;NCT;DV Hàng hóa Nội Bài;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;3.027
488;CDN;Cảng Đà Nẵng;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;2.871
489;IPA;Tập đoàn Đầu tư I.P.A;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;2.801
490;SGN;Phục vụ mặt đất Sài Gòn;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ Sân bay;2.619
491;TBD;Thiết bị điện Đông Anh;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Thiết bị điện;Thiết bị điện;2.587
492;CQN;Cảng Quảng Ninh;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;2.041
493;TV2;Tư vấn XD Điện 2;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;1.924
494;SWC;Đường Sông Miền Nam;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;1.922
495;VOS;Vận tải Biển Việt Nam;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;1.904
496;PAC;Pin Ắc quy Miền Nam;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;1.817
497;ASG;Tập đoàn ASG;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ Sân bay;1.720
498;PVP;Vận tải Dầu khí Thái Bình Dương;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;1.633
499;APH;Tập đoàn An Phát Holdings;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói bằng nhựa;1.534
500;QNP;Cảng Quy Nhơn;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;1.455
501;CLL;Cảng Cát Lái;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;1.287
502;TBH;Tổng Bách Hóa;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;1.220
503;TCL;Tan Cang Logistics;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;1.056
504;PDV;Vận tải Phương Đông Việt;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;1.045
505;LLM;LILAMA;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;1.028
506;INN;Bao bì và In Nông Nghiệp;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói từ giấy;997
507;VTO;VITACO;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;974
508;BTH;Biến thế và Vật liệu Điện Hà Nội;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Thiết bị điện;Thiết bị điện;929
509;MIE;Máy và Thiết bị Công nghiệp;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;909
510;SVI;Bao bì Biên Hòa;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói từ giấy;873
511;VIP;Vận tải Xăng dầu VIPCO;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;863
512;VNA;Vận tải biển Vinaship;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;831
513;TTP;Bao bì nhựa Tân Tiến;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói bằng nhựa;826
514;ILB;ICD Tân Cảng Long Bình;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;789
515;GSP;Vận tải Sản phẩm Khí Quốc tế;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;789
516;SFI;Vận tải SAFI;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải quốc tế;753
517;DXP;Cảng Đoạn Xá;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;719
518;CKD;Đông Anh Licogi;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;701
519;WCS;Bến xe Miền Tây;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Bến xe khách;665
520;SCY;Đóng tàu Sông Cấm;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Xe tải & Đóng tàu;Xe tải & Đóng tàu;663
521;DL1;Tập đoàn Alpha 7;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Bến xe khách;659
522;PHN;Pin Hà Nội;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;614
523;PVM;Thiết bị dầu khí (PV MACHINO);UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Nhà cung cấp thiết bị;Nhà cung cấp thiết bị;601
524;TCW;Kho Vận Tân Cảng;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;600
525;PCT;Vận tải Biển Global Pacific;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;580
526;TV1;Tư vấn XD Điện 1;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;579
527;AMS;Xây dựng AMECC;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Nhà cung cấp thiết bị;Nhà cung cấp thiết bị;565
528;VTK;Tư vấn thiết kế Viettel;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;558
529;TPP;Nhựa Tân Phú VN;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói bằng nhựa;549
530;IST;ICD Tân Cảng Sóng Thần;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;540
531;VIN;Kho vận ngoại thương VN;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;525
532;VNT;Vận tải ngoại thương;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;523
533;SBG;Tập Đoàn Cơ Khí Công Nghệ Cao Siba;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Công nghiệp phức hợp;Công nghiệp phức hợp;520
534;IME;Xây lắp Công nghiệp;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;508
535;EMS;Chuyển phát nhanh Bưu điện;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Chuyển phát nhanh;Chuyển phát nhanh;498
536;PSP;DV Dầu Khí Đình Vũ;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;482
537;PSN;PTSC Thanh Hóa;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;436
538;VNC;VINACONTROL;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;427
539;MCP;In và Bao bì Mỹ Châu;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Bao bì, đóng gói kim loại;421
540;TYA;Dây và Cáp điện Taya;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;410
541;ILS;TM và Dịch vụ Quốc tế;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Containers & Đóng gói;Thùng chứa và bao bì khác;399
542;SZE;Môi trường Sonadezi;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Chất thải & Môi trường;Chất thải & Môi trường;369
543;PNP;Tân Cảng - Phú Hữu;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;365
544;NAG;Tập đoàn Nagakawa;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;364
545;CCR;Cảng Cam Ranh;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;362
546;HEC;Tư vấn XD Thủy Lợi II (HEC II);UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;348
547;VNF;VINAFREIGHT;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;342
548;MAC;Cung ứng & DVKT Hàng Hải;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Xe tải & Đóng tàu;Xe tải & Đóng tàu;335
549;VSA;Đại lý Hàng hải VN;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;334
550;AME;Cơ điện Alphanam;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Thiết bị điện;Thiết bị điện;333
551;FT1;Phụ tùng máy số 1;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;319
552;ABR;Đầu tư Nhãn Hiệu Việt;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;318
553;TSB;Ắc quy Tia Sáng;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;306
554;MHC;CTCP MHC;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;300
555;CCT;Cảng Cần Thơ;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;299
556;CTB;Bơm Hải Dương;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;298
557;TCO;TCO Holdings;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;298
558;SRF;SEAREFICO;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;291
559;TV4;Tư vấn XD Điện 4;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;279
560;QSP;Tân cảng Quy Nhơn;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;275
561;CMP;Cảng Chân Mây;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ cảng biển, cảng sông;262
562;HSA;HESTIA;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Tư vấn & Hỗ trợ Kinh doanh;Tư vấn & Hỗ trợ KD;Tư vấn & Hỗ trợ KD;260
563;SGS;Vận tải biển Sài Gòn;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;260
564;VHG;Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Công nghiệp phức hợp;Công nghiệp phức hợp;257
565;PJT;Vận tải thủy PETROLIMEX;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải nội địa;246
566;NO1;Tâp đoàn 911;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;236
567;L10;LILAMA 10;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;235
568;VGP;Cảng Rau Quả;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;232
569;PMS;Cơ khí xăng dầu;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Công nghiệp nặng;Máy công nghiệp;Máy công nghiệp;230
570;VNL;Vinalink Logistics;HOSE;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;222
571;NAS;DV Hàng không SB Nội Bài;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ Sân bay;216
572;VMS;Phát triển Hàng Hải;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;214
573;PTT;Vận tải Dầu khí Đông Dương;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Dịch vụ vận tải;Vận tải hàng khô;209
574;SVG;Hơi kỹ nghệ Que hàn;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Công nghiệp phức hợp;Công nghiệp phức hợp;208
575;TRS;Vận tải và Dịch vụ Hàng Hải;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải quốc tế;208
576;CJC;Cơ điện Miền Trung;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Thiết bị điện;Thiết bị điện;206
577;NAP;Cảng Nghệ Tĩnh;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;196
578;HLS;Sứ Hoàng Liên Sơn;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Điện tử & Thiết bị điện;Hàng điện & điện tử;Hàng điện & điện tử;195
579;VST;Vận tải và Thuê Tàu biển Việt Nam;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Vận tải Thủy;Vận tải quốc tế;191
580;QHD;Que hàn Việt Đức;HNX;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Hàng công nghiệp;Công nghiệp phức hợp;Công nghiệp phức hợp;189
581;TNP;Cảng Thị Nại;UPCoM;Công nghiệp;Hàng & Dịch vụ Công nghiệp;Vận tải;Kho bãi, hậu cần và bảo dưỡng;Dịch vụ kho bãi;188
